0 0 0.00016669167041722925 1418304153 0.90000000000000002 1 5999.1000000000004 0
0 0 0.00033338334083445851 1418304153 2.8999999999999999 2.0 5999.1000000000004 0
0 0 0.00066676668166891701 1418304153 4.9000000000000004 4.0 5999.1000000000004 0
0 0 0.0010001500225033755 1418304153 6.9000000000000004 6.0 5999.1000000000004 0
0 0 0.001333533363337834 1418304153 8.9000000000000004 8.0 5999.1000000000004 0
0 0 0.0016669167041722924 1418304153 10.9 10.0 5999.1000000000004 0
1 499 0.0020003000450067509 1418304154 12.9 12.0 5999.1000000000004 500
1 428 0.0023336833858412093 1418304154 14.9 14.0 5999.1000000000004 429
1 374 0.0026670667266756676 1418304154 16.899999999999999 15.999999999999998 5999.1000000000004 375
2 665 0.0030004500675101264 1418304155 18.899999999999999 18.0 5999.1000000000004 667
2 598 0.0033338334083445847 1418304155 20.899999999999999 20.0 5999.1000000000004 600
2 543 0.0036672167491790435 1418304155 22.899999999999999 22.0 5999.1000000000004 545
3 747 0.0040006000900135018 1418304156 24.899999999999999 24.0 5999.1000000000004 750
3 689 0.0043339834308479602 1418304156 26.899999999999999 26.0 5999.1000000000004 692
3 640 0.0046673667716824185 1418304156 28.899999999999999 28.0 5999.1000000000004 643
3 597 0.0050007501125168769 1418304156 30.899999999999999 30.0 5999.1000000000004 600
4 746 0.0053341334533513361 1418304157 32.899999999999999 32.0 5999.1000000000004 750
4 702 0.0056675167941857944 1418304157 34.899999999999999 34.0 5999.1000000000004 706
4 663 0.0060009001350202528 1418304157 36.899999999999999 36.0 5999.1000000000004 667
4 627 0.0063342834758547111 1418304157 38.899999999999999 38.0 5999.1000000000004 631
4 596 0.0066676668166891695 1418304157 40.899999999999999 40.0 5999.1000000000004 600
4 567 0.0070010501575236278 1418304157 42.899999999999999 42.0 5999.1000000000004 571
5 677 0.007334433498358087 1418304158 44.899999999999999 44.0 5999.1000000000004 682
5 647 0.0076678168391925454 1418304158 46.899999999999999 46.0 5999.1000000000004 652
5 620 0.0080012001800270037 1418304158 48.899999999999999 48.0 5999.1000000000004 625
5 595 0.0083345835208614629 1418304158 50.899999999999999 50.0 5999.1000000000004 600
5 572 0.0086679668616959204 1418304158 52.899999999999999 52.0 5999.1000000000004 577
5 550 0.0090013502025303796 1418304158 54.899999999999999 54.0 5999.1000000000004 555
5 531 0.0093347335433648371 1418304158 56.899999999999999 56.0 5999.1000000000004 536
5 512 0.0096681168841992963 1418304158 58.899999999999999 58.0 5999.1000000000004 517
5 495 0.010001500225033754 1418304158 60.899999999999999 60.0 5999.1000000000004 500
5 479 0.010334883565868213 1418304158 62.899999999999999 62.0 5999.1000000000004 484
6 556 0.010668266906702672 1418304159 64.900000000000006 64.0 5999.1000000000004 562
6 539 0.01100165024753713 1418304159 66.900000000000006 66.0 5999.1000000000004 545
6 523 0.011335033588371589 1418304159 68.900000000000006 68.0 5999.1000000000004 529
6 508 0.011668416929206046 1418304159 70.900000000000006 70.0 5999.1000000000004 514
6 494 0.012001800270040506 1418304159 72.900000000000006 72.0 5999.1000000000004 500
6 480 0.012335183610874963 1418304159 74.900000000000006 74.0 5999.1000000000004 486
6 468 0.012668566951709422 1418304159 76.900000000000006 76.0 5999.1000000000004 474
6 455 0.013001950292543881 1418304159 78.900000000000006 78.0 5999.1000000000004 461
6 444 0.013335333633378339 1418304159 80.900000000000006 80.0 5999.1000000000004 450
6 433 0.013668716974212798 1418304159 82.900000000000006 82.0 5999.1000000000004 439
6 423 0.014002100315047256 1418304159 84.900000000000006 84.0 5999.1000000000004 429
6 413 0.014335483655881715 1418304159 86.900000000000006 86.0 5999.1000000000004 419
6 403 0.014668866996716174 1418304159 88.900000000000006 88.0 5999.1000000000004 409
6 394 0.015002250337550632 1418304159 90.900000000000006 90.0 5999.1000000000004 400
7 449 0.015335633678385091 1418304160 92.900000000000006 92.0 5999.1000000000004 456
7 440 0.01566901701921955 1418304160 94.900000000000006 94.0 5999.1000000000004 447
7 430 0.016002400360054007 1418304160 96.900000000000006 96.0 5999.1000000000004 437
7 422 0.016335783700888465 1418304160 98.900000000000006 98.0 5999.1000000000004 429
7 413 0.016669167041722926 1418304160 100.90000000000001 100.0 5999.1000000000004 420
7 405 0.017002550382557383 1418304160 102.90000000000001 102.0 5999.1000000000004 412
7 397 0.017335933723391841 1418304160 104.90000000000001 104.0 5999.1000000000004 404
7 389 0.017669317064226298 1418304160 106.90000000000001 106.0 5999.1000000000004 396
7 382 0.018002700405060759 1418304160 108.90000000000001 108.0 5999.1000000000004 389
7 375 0.018336083745895217 1418304160 110.90000000000001 110.0 5999.1000000000004 382
7 368 0.018669467086729674 1418304160 112.90000000000001 112.0 5999.1000000000004 375
7 361 0.019002850427564135 1418304160 114.90000000000001 114.0 5999.1000000000004 368
7 355 0.019336233768398593 1418304160 116.90000000000001 116.0 5999.1000000000004 362
7 349 0.01966961710923305 1418304160 118.90000000000001 118.0 5999.1000000000004 356
7 343 0.020003000450067508 1418304160 120.90000000000001 120.0 5999.1000000000004 350
8 385 0.020336383790901968 1418304161 122.90000000000001 122.0 5999.1000000000004 393
8 379 0.020669767131736426 1418304161 124.90000000000001 124.0 5999.1000000000004 387
8 373 0.021003150472570883 1418304161 126.90000000000001 126.0 5999.1000000000004 381
8 367 0.021336533813405344 1418304161 128.90000000000001 128.0 5999.1000000000004 375
8 361 0.021669917154239802 1418304161 130.90000000000001 130.0 5999.1000000000004 369
8 356 0.022003300495074259 1418304161 132.90000000000001 132.0 5999.1000000000004 364
